A	B	C	D	E	F	G	H	AB	AD	BC	CD	EF	GH	DE	CF	FG	EH	ABCD	CDEF	EFGH	ABCDEFGH
156.00	182780	9191	45740	17830	182780	45740	9191	17830	2	7	3	3	28	1	4	0	3	7	0	0	0	0
160.00	183998	10512	47908	17233	183998	47908	10512	17233	2	5	0	1	15	0	1	0	0	6	0	0	0	0
164.00	180739	11780	49345	17185	180739	49345	11780	17185	6	9	0	3	23	0	4	0	0	9	0	0	0	0
168.00	180167	12860	51387	17071	180167	51387	12860	17071	8	5	4	1	18	0	8	0	2	5	0	0	0	0
172.00	176322	14162	53027	16242	176322	53027	14162	16242	4	4	3	2	22	1	4	0	3	4	0	0	0	0
176.00	173156	15526	54123	15835	173156	54123	15526	15835	3	8	3	4	17	0	10	0	3	8	0	0	0	0
180.00	170832	16764	55697	15601	170832	55697	16764	15601	6	3	1	0	15	0	7	0	1	3	0	0	0	0
184.00	169476	17832	58113	15490	169476	58113	17832	15490	4	6	2	2	24	2	6	0	2	5	0	0	0	0
188.00	167006	18513	58632	14822	167006	58632	18513	14822	7	1	3	1	33	0	1	0	2	1	0	0	0	0
192.00	165521	19068	59578	14666	165521	59578	19068	14666	3	4	1	2	17	0	5	0	1	4	0	0	0	0
196.00	164884	19577	60191	13640	164884	60191	19577	13640	4	4	3	2	22	0	5	0	4	3	0	0	0	0
200.00	165512	19432	60359	12806	165512	60359	19432	12806	6	4	0	0	31	0	6	0	0	4	0	0	0	0
204.00	166216	18824	60673	11970	166216	60673	18824	11970	10	8	3	2	18	2	6	0	5	9	0	0	0	0
208.00	168413	18743	60649	11615	168413	60649	18743	11615	8	8	1	4	18	1	8	0	1	8	0	0	0	0
212.00	168495	17702	59604	10832	168495	59604	17702	10832	8	1	2	1	19	0	3	0	2	1	0	0	0	0
216.00	173407	16751	58994	10738	173407	58994	16751	10738	7	5	3	2	23	1	1	0	4	5	0	0	0	0
220.00	175794	15650	57331	10888	175794	57331	15650	10888	5	2	2	0	29	1	1	0	1	1	0	0	0	0
224.00	176538	14407	56399	11217	176538	56399	14407	11217	6	6	1	0	16	0	6	0	1	7	0	0	0	0
228.00	178229	13310	54008	12448	178229	54008	13310	12448	5	1	1	1	28	1	2	0	1	1	0	0	0	0
232.00	179031	11879	52396	13740	179031	52396	11879	13740	5	2	2	0	16	0	5	0	1	2	0	0	0	0
236.00	177521	10632	49533	15646	177521	49533	10632	15646	6	3	1	1	24	0	6	0	1	3	0	0	0	0
240.00	179447	9538	47948	18330	179447	47948	9538	18330	2	14	1	3	17	1	10	0	1	11	0	0	0	0
244.00	181812	7967	46065	20631	181812	46065	7967	20631	3	11	1	1	9	1	11	0	1	9	0	0	0	0
248.00	180539	7126	44099	23525	180539	44099	7126	23525	4	8	1	2	15	0	11	0	1	9	0	0	0	0
252.00	179961	6316	41520	26862	179961	41520	6316	26862	4	9	0	3	17	0	9	0	0	11	0	0	0	0
256.00	178978	5818	38984	30585	178978	38984	5818	30585	0	6	1	2	7	1	12	0	1	5	0	0	0	0
260.00	177259	5288	36759	33843	177259	36759	5288	33843	0	11	2	4	19	0	15	0	1	14	0	0	0	0
264.00	177248	5071	33976	37256	177248	33976	5071	37256	0	10	0	0	8	1	11	0	0	10	0	0	0	0
268.00	175631	5024	31906	40177	175631	31906	5024	40177	2	10	0	3	6	0	11	0	0	10	0	0	0	0
272.00	175393	5019	30098	42859	175393	30098	5019	42859	1	17	3	8	8	0	14	0	3	18	0	0	0	0
276.00	176166	5439	27801	43894	176166	27801	5439	43894	2	16	0	6	16	0	17	0	0	14	0	0	0	0
280.00	176404	5549	26184	45680	176404	26184	5549	45680	1	20	0	3	12	0	19	0	0	16	0	0	0	0
284.00	175711	6278	24160	47009	175711	24160	6278	47009	2	15	0	4	5	0	25	0	0	18	0	0	0	0
288.00	176649	7012	22104	47825	176649	22104	7012	47825	3	26	0	3	1	0	18	0	0	26	0	0	0	0
292.00	177066	7724	19782	48170	177066	19782	7724	48170	2	20	1	0	8	2	21	0	1	17	0	0	0	0
296.00	178637	8631	17910	48526	178637	17910	8631	48526	5	20	0	1	9	2	16	0	0	18	0	0	0	0
300.00	180216	9272	16551	48423	180216	16551	9272	48423	4	17	0	4	4	1	18	0	0	14	0	0	0	0
304.00	180278	10150	15381	48260	180278	15381	10150	48260	5	19	0	1	6	1	19	0	1	20	0	0	0	0
308.00	180841	11224	14344	46451	180841	14344	11224	46451	0	24	0	2	7	0	20	0	0	18	0	0	0	0
312.00	168996	12283	12992	44227	168996	12992	12283	44227	4	16	0	0	3	1	19	0	0	16	0	0	0	0
316.00	177742	13074	13935	44145	177742	13935	13074	44145	6	16	0	1	2	0	11	0	0	15	0	0	0	0
320.00	182917	13342	15743	43303	182917	15743	13342	43303	2	21	0	1	7	5	20	0	0	20	0	0	0	0
324.00	182422	14348	17057	42422	182422	17057	14348	42422	2	18	0	2	5	2	20	0	0	18	0	0	0	0
328.00	182077	15147	19310	40678	182077	19310	15147	40678	7	15	1	3	10	3	15	0	1	16	0	0	0	0
332.00	178631	15759	21315	38911	178631	21315	15759	38911	5	8	1	1	10	3	12	0	1	7	0	0	0	0
336.00	178385	16522	24629	37171	178385	24629	16522	37171	6	15	1	1	10	5	16	0	1	17	0	0	0	0
340.00	176234	17417	28426	34943	176234	28426	17417	34943	5	12	2	0	12	0	9	0	1	12	0	0	0	0
344.00	174319	17303	32409	31488	174319	32409	17303	31488	7	11	1	0	6	3	10	0	1	12	0	0	0	0
348.00	170971	17773	36844	29197	170971	36844	17773	29197	3	13	1	4	17	2	12	0	1	12	0	0	0	0
352.00	170357	18561	40973	26690	170357	40973	18561	26690	8	6	3	1	13	0	7	0	2	4	0	0	0	0
356.00	168311	18343	45087	24153	168311	45087	18343	24153	5	10	1	1	20	1	11	0	1	9	0	0	0	0
360.00	165753	18786	48489	21269	165753	48489	18786	21269	5	5	4	0	13	1	8	0	3	4	0	0	0	0
