A	B	C	D	E	F	G	H	AB	AD	BC	CD	EF	GH	DE	CF	FG	EH	ABCD	CDEF	EFGH	ABCDEFGH
224.00	112190	73533	27804	13121	112190	27804	73533	13121	20	2	2	0	2	3	3	0	2	2	0	0	0	0
228.00	115847	70643	26339	14028	115847	26339	70643	14028	13	2	6	0	9	1	1	0	5	2	0	0	0	0
232.00	117948	66566	25404	14776	117948	25404	66566	14776	13	2	2	2	8	2	3	0	2	2	0	0	0	0
236.00	120116	62343	24384	15752	120116	24384	62343	15752	19	2	4	1	3	1	2	0	5	2	0	0	0	0
240.00	122661	60288	22396	17713	122661	22396	60288	17713	9	4	2	1	4	2	3	0	4	5	0	0	0	0
244.00	125791	58582	21102	19667	125791	21102	58582	19667	13	10	2	1	2	1	7	0	2	9	0	0	0	0
248.00	126365	56540	19525	21754	126365	19525	56540	21754	15	7	4	2	4	2	5	0	4	7	0	0	0	0
252.00	127023	55134	17782	24852	127023	17782	55134	24852	7	7	5	2	7	1	8	0	5	6	0	0	0	0
256.00	126920	53961	15882	27106	126920	15882	53961	27106	12	5	0	0	5	2	4	0	0	5	0	0	0	0
260.00	125297	52312	14209	29161	125297	14209	52312	29161	15	11	3	1	2	4	6	0	1	13	0	0	0	0
264.00	125168	52184	12249	30808	125168	12249	52184	30808	17	7	1	1	2	7	5	0	1	7	0	0	0	0
268.00	125262	52865	11081	33499	125262	11081	52865	33499	12	8	4	0	5	3	11	0	4	9	0	0	0	0
272.00	124762	53737	9518	34928	124762	9518	53737	34928	14	8	1	0	1	4	7	0	1	10	0	0	0	0
276.00	122384	54760	8217	35743	122384	8217	54760	35743	19	10	2	1	3	2	8	0	2	10	0	0	0	0
280.00	121728	57596	7474	35922	121728	7474	57596	35922	12	11	2	3	0	5	12	0	2	11	0	0	0	0
284.00	121798	58991	6033	36819	121798	6033	58991	36819	15	8	0	0	1	5	6	0	0	7	0	0	0	0
288.00	119717	62080	5158	36712	119717	5158	62080	36712	14	7	0	0	2	5	4	0	0	8	0	0	0	0
292.00	117859	64073	4522	36059	117859	4522	64073	36059	8	7	2	0	1	4	17	0	2	10	0	0	0	0
296.00	116141	67311	3961	35428	116141	3961	67311	35428	13	8	1	0	0	6	10	0	1	8	0	0	0	0
300.00	116059	70270	3814	34097	116059	3814	70270	34097	18	5	3	1	0	3	8	0	3	4	0	0	0	0
304.00	115386	72380	3812	33385	115386	3812	72380	33385	21	9	2	0	1	6	8	0	2	9	0	0	0	0
308.00	113749	74768	3963	31211	113749	3963	74768	31211	27	7	0	1	0	5	10	0	0	7	0	0	0	0
312.00	104299	73018	4479	29285	104299	4479	73018	29285	14	7	0	1	0	4	4	0	0	7	0	0	0	0
316.00	107804	77680	5176	28545	107804	5176	77680	28545	17	9	0	1	0	6	10	0	0	9	0	0	0	0
320.00	109518	81466	6119	27714	109518	6119	81466	27714	13	4	1	0	0	4	4	0	1	4	0	0	0	0
324.00	108281	84208	7443	26467	108281	7443	84208	26467	24	10	3	0	1	6	10	0	1	10	0	0	0	0
328.00	107405	85811	9258	25025	107405	9258	85811	25025	11	13	2	0	6	2	8	0	2	14	0	0	0	0
332.00	104999	85697	11083	23740	104999	11083	85697	23740	22	4	0	1	2	2	8	0	0	5	0	0	0	0
336.00	104567	87862	13020	22551	104567	13020	87862	22551	22	4	2	0	3	4	6	0	1	4	0	0	0	0
340.00	102336	89250	14959	21635	102336	14959	89250	21635	14	9	3	0	3	1	3	0	2	10	0	0	0	0
344.00	100882	88412	17702	20284	100882	17702	88412	20284	12	6	5	0	6	3	4	0	4	4	0	0	0	0
348.00	99308	87914	19835	18806	99308	19835	87914	18806	17	3	2	0	2	2	1	0	2	3	0	0	0	0
352.00	99653	89069	22080	17788	99653	22080	89069	17788	23	5	5	1	3	1	5	0	4	5	0	0	0	0
356.00	98056	89307	24067	16973	98056	24067	89307	16973	16	3	3	0	6	2	3	0	3	3	0	0	0	0
360.00	96553	88595	25728	15856	96553	25728	88595	15856	19	6	3	0	4	3	3	0	3	6	0	0	0	0
