A	B	C	D	E	F	G	H	AB	AD	BC	CD	EF	GH	DE	CF	FG	EH	ABCD	CDEF	EFGH	ABCDEFGH
128.00	90422	13553	87496	35350	90422	87496	13553	35350	1	8	2	3	12	1	8	0	3	6	0	0	0	0
132.00	87007	18258	90065	32023	87007	90065	18258	32023	4	8	2	4	16	2	5	0	2	9	0	0	0	0
136.00	83022	23969	91803	29057	83022	91803	23969	29057	8	5	7	7	24	0	9	0	7	5	0	0	0	0
140.00	78275	30181	95156	26186	78275	95156	30181	26186	4	4	4	3	18	1	3	0	3	4	0	0	0	0
144.00	71666	36624	97692	23533	71666	97692	36624	23533	6	3	6	5	22	0	5	0	7	4	0	0	0	0
148.00	63747	44014	98326	21102	63747	98326	44014	21102	4	4	8	4	15	1	2	0	9	4	0	0	0	0
152.00	53491	52281	97419	19482	53491	97419	52281	19482	1	1	13	1	12	1	1	0	12	2	0	0	0	0
156.00	48741	59389	103784	17357	48741	103784	59389	17357	6	2	7	5	11	2	1	0	6	2	0	0	0	0
160.00	42096	66200	107503	15534	42096	107503	66200	15534	5	2	15	2	8	0	0	0	13	2	0	0	0	0
164.00	34632	73108	110476	14314	34632	110476	73108	14314	3	2	10	5	4	1	2	0	12	1	0	0	0	0
168.00	28516	78790	113150	12947	28516	113150	78790	12947	7	0	19	6	10	2	0	0	20	0	0	0	0	0
172.00	22288	82578	114842	11668	22288	114842	82578	11668	4	1	15	4	1	2	1	0	14	1	0	0	0	0
176.00	19831	84601	119773	8789	19831	119773	84601	8789	3	0	23	1	4	1	0	0	21	0	0	0	0	0
180.00	16961	86899	121074	7720	16961	121074	86899	7720	2	0	24	1	2	0	0	0	23	0	0	0	0	0
184.00	14897	86946	122824	7102	14897	122824	86946	7102	4	0	25	3	4	1	1	0	25	0	0	0	0	0
188.00	15356	85976	124603	6787	15356	124603	85976	6787	2	1	20	2	7	2	0	0	19	1	0	0	0	0
192.00	17885	82924	126311	5751	17885	126311	82924	5751	1	0	22	1	9	2	0	0	18	0	0	0	0	0
196.00	21284	78592	125272	5155	21284	125272	78592	5155	4	0	11	3	2	0	0	0	14	0	0	0	0	0
200.00	26788	73178	125574	4372	26788	125574	73178	4372	4	1	18	1	6	1	1	0	17	1	0	0	0	0
204.00	33491	66721	126490	3613	33491	126490	66721	3613	4	0	18	2	6	1	0	0	19	0	0	0	0	0
208.00	41021	59763	125724	2944	41021	125724	59763	2944	6	0	12	1	13	0	0	0	15	0	0	0	0	0
212.00	49838	51175	125420	2729	49838	125420	51175	2729	5	0	13	1	18	0	2	0	14	0	0	0	0	0
216.00	58382	43800	125041	2644	58382	125041	43800	2644	6	1	11	0	11	0	0	0	11	1	0	0	0	0
220.00	64107	38697	123947	2848	64107	123947	38697	2848	5	0	10	0	17	0	0	0	9	0	0	0	0	0
224.00	73873	28637	122138	3168	73873	122138	28637	3168	4	1	8	0	12	0	1	0	8	1	0	0	0	0
228.00	78183	23968	120206	4197	78183	120206	23968	4197	4	1	7	0	19	0	1	0	8	1	0	0	0	0
232.00	85393	16768	118683	5049	85393	118683	16768	5049	7	0	2	4	24	0	0	0	2	0	0	0	0	0
236.00	89432	10536	115880	5933	89432	115880	10536	5933	3	1	1	1	19	0	2	0	1	1	0	0	0	0
240.00	94257	6395	115310	7242	94257	115310	6395	7242	3	0	2	0	28	0	0	0	1	0	0	0	0	0
244.00	95467	4409	113738	9367	95467	113738	4409	9367	0	1	0	3	26	0	2	0	0	1	0	0	0	0
248.00	95977	2952	111172	11733	95977	111172	2952	11733	0	2	1	2	24	0	1	0	1	2	0	0	0	0
252.00	94110	2658	110012	13916	94110	110012	2658	13916	1	2	0	5	22	0	5	0	0	2	0	0	0	0
256.00	92492	3434	107929	16692	92492	107929	3434	16692	0	2	2	4	15	0	1	0	2	2	0	0	0	0
260.00	90059	5467	105653	19737	90059	105653	5467	19737	1	4	1	2	17	0	1	0	1	4	0	0	0	0
264.00	86103	8293	103752	22199	86103	103752	8293	22199	2	2	1	8	16	1	1	0	1	2	0	0	0	0
268.00	82168	11907	100935	25167	82168	100935	11907	25167	1	6	2	5	23	2	9	0	2	5	0	0	0	0
272.00	77648	16617	98804	27650	77648	98804	16617	27650	7	5	1	6	14	0	2	0	1	4	0	0	0	0
276.00	71206	23502	97798	29129	71206	97798	23502	29129	4	4	2	5	13	1	3	0	2	4	0	0	0	0
280.00	68470	27470	93821	32939	68470	93821	27470	32939	2	3	6	3	13	0	3	0	7	4	0	0	0	0
284.00	62389	34431	90543	35267	62389	90543	34431	35267	0	5	6	7	10	2	3	0	6	4	0	0	0	0
288.00	58465	40464	87087	37403	58465	87087	40464	37403	5	2	12	5	11	3	2	0	15	2	0	0	0	0
292.00	51267	48462	84436	38339	51267	84436	48462	38339	2	3	6	12	10	2	3	0	5	4	0	0	0	0
296.00	47749	54703	81155	40818	47749	81155	54703	40818	7	3	7	6	5	4	4	0	9	2	0	0	0	0
300.00	43614	60758	78771	42110	43614	78771	60758	42110	3	2	7	8	5	3	6	0	10	4	0	0	0	0
304.00	40146	67218	76169	43806	40146	76169	67218	43806	6	3	15	8	5	7	2	0	14	4	0	0	0	0
308.00	36780	70997	72480	44272	36780	72480	70997	44272	6	9	14	4	7	4	3	0	16	7	0	0	0	0
312.00	30945	74271	66824	44069	30945	66824	74271	44069	4	2	9	9	5	5	2	0	11	2	0	0	0	0
316.00	30573	79599	68981	44557	30573	68981	79599	44557	5	4	6	7	8	7	5	0	7	3	0	0	0	0
320.00	27947	84137	70652	44911	27947	70652	84137	44911	5	3	13	5	7	4	3	0	13	3	0	0	0	0
324.00	25076	88013	71400	44803	25076	71400	88013	44803	5	5	13	9	4	6	5	0	10	5	0	0	0	0
328.00	23559	88500	73185	43576	23559	73185	88500	43576	4	0	21	4	0	6	1	0	22	0	0	0	0	0
332.00	21410	89158	74535	41394	21410	74535	89158	41394	4	1	11	8	4	8	0	0	10	2	0	0	0	0
336.00	20011	90210	78305	39565	20011	78305	90210	39565	5	1	19	4	5	3	0	0	19	1	0	0	0	0
340.00	18189	90804	82318	36641	18189	82318	90804	36641	4	2	13	2	1	5	2	0	12	2	0	0	0	0
344.00	17783	90266	89433	30870	17783	89433	90266	30870	2	2	12	7	5	6	2	0	10	2	0	0	0	0
348.00	16179	89528	94047	27797	16179	94047	89528	27797	2	2	16	6	5	3	0	0	15	2	0	0	0	0
352.00	15407	89111	98793	24349	15407	98793	89111	24349	3	1	15	5	3	2	1	0	15	1	0	0	0	0
356.00	15282	87199	102855	20400	15282	102855	87199	20400	1	0	20	1	4	6	2	0	20	0	0	0	0	0
360.00	14775	86920	108781	16150	14775	108781	86920	16150	1	0	18	10	4	3	0	0	19	0	0	0	0	0
