A	B	C	D	E	F	G	H	AB	AD	BC	CD	EF	GH	DE	CF	FG	EH	ABCD	CDEF	EFGH	ABCDEFGH
232.00	50452	93510	63216	39500	50452	63216	93510	39500	7	4	12	5	2	6	1	0	10	4	0	0	0	0
236.00	55190	87499	60341	42190	55190	60341	87499	42190	8	5	8	8	5	6	6	0	8	5	0	0	0	0
240.00	58946	83680	57407	45047	58946	57407	83680	45047	13	5	10	3	6	5	8	0	6	4	0	0	0	0
244.00	61034	80425	54374	48584	61034	54374	80425	48584	13	6	6	2	6	8	6	0	5	6	0	0	0	0
248.00	63245	77780	50831	52776	63245	50831	77780	52776	14	4	5	2	9	10	6	0	5	5	0	0	0	0
252.00	63535	75430	46497	57975	63535	46497	75430	57975	6	7	3	3	8	9	10	0	3	5	0	0	0	0
256.00	63771	73762	42476	63156	63771	42476	73762	63156	10	4	7	5	6	13	8	0	7	6	0	0	0	0
260.00	62712	72676	39511	66725	62712	39511	72676	66725	15	8	5	6	5	3	12	0	4	9	0	0	0	0
264.00	61043	73162	34904	72262	61043	34904	73162	72262	3	8	3	4	3	15	7	0	4	7	0	0	0	0
268.00	58800	75227	31403	76495	58800	31403	75227	76495	6	7	6	10	1	9	9	0	5	8	0	0	0	0
272.00	56558	77559	27382	80945	56558	27382	77559	80945	6	11	4	3	6	8	5	0	3	8	0	0	0	0
276.00	53125	81466	24195	84165	53125	24195	81466	84165	10	13	7	3	1	15	12	0	7	16	0	0	0	0
280.00	49447	85846	20359	86880	49447	20359	85846	86880	10	5	3	4	1	9	9	0	2	5	0	0	0	0
284.00	46431	91064	17198	89314	46431	17198	91064	89314	6	11	4	5	3	24	8	0	4	11	0	0	0	0
288.00	42402	96213	14125	91565	42402	14125	96213	91565	10	7	0	3	0	21	12	0	0	7	0	0	0	0
292.00	38384	101995	11765	92012	38384	11765	101995	92012	7	5	1	0	0	13	5	0	1	4	0	0	0	0
296.00	34064	109940	9653	92075	34064	9653	109940	92074	6	6	3	1	1	19	5	0	3	6	0	0	0	0
300.00	29924	116184	7596	91848	29924	7596	116184	91848	6	7	1	3	2	24	3	0	1	6	0	0	0	0
304.00	26737	121288	6402	91605	26737	6402	121288	91605	8	1	1	0	1	28	6	0	1	1	0	0	0	0
308.00	22863	126250	5413	90297	22863	5413	126250	90297	4	5	0	2	0	25	5	0	0	5	0	0	0	0
312.00	18987	122959	4936	85689	18987	4936	122959	85689	4	2	0	1	0	18	3	0	0	2	0	0	0	0
316.00	16899	134417	5848	86454	16899	5848	134417	86454	4	5	3	1	0	14	2	0	3	4	0	0	0	0
320.00	13711	140548	7185	86388	13711	7185	140548	86388	3	2	3	1	0	23	3	0	3	2	0	0	0	0
324.00	11902	142954	9809	84686	11902	9809	142954	84686	10	2	3	4	0	20	2	0	4	2	0	0	0	0
328.00	10479	144687	13426	81241	10479	13426	144687	81241	3	4	4	5	0	21	2	0	3	3	0	0	0	0
332.00	8391	145191	16664	78356	8391	16664	145191	78356	0	0	4	1	1	24	1	0	3	1	0	0	0	0
336.00	7236	145587	22178	74830	7236	22178	145587	74830	2	0	6	4	0	22	1	0	5	0	0	0	0	0
340.00	5321	145540	26565	71358	5321	26565	145540	71358	0	1	11	4	0	20	1	0	11	1	0	0	0	0
344.00	4596	143931	33369	65667	4596	33369	143931	65667	1	0	10	6	0	11	1	0	7	0	0	0	0	0
348.00	3812	143068	39635	60999	3812	39635	143068	60999	2	1	12	5	1	16	0	0	11	1	0	0	0	0
352.00	3331	142737	45405	57322	3331	45405	142737	57322	0	0	11	7	2	17	0	0	10	0	0	0	0	0
356.00	2926	141076	52038	51703	2926	52038	141076	51703	0	1	9	3	0	10	0	0	9	1	0	0	0	0
360.00	2602	139456	56802	48579	2602	56802	139456	48579	2	0	19	2	0	10	0	0	22	0	0	0	0	0
