A	B	C	D	E	F	G	H	AB	AD	BC	CD	EF	GH	DE	CF	FG	EH	ABCD	CDEF	EFGH	ABCDEFGH
164.00	12849	43615	72451	59246	12849	72451	43615	59246	0	2	2	9	1	8	5	0	2	2	0	0	0	0
168.00	9838	46641	75394	57889	9838	75394	46641	57889	0	1	5	10	1	4	1	0	4	1	0	0	0	0
172.00	7070	48045	78229	56331	7070	78229	48045	56331	2	0	10	18	2	7	0	0	7	0	0	0	0	0
176.00	4670	49849	80496	55630	4670	80496	49849	55630	0	1	6	9	0	10	1	0	6	1	0	0	0	0
180.00	3108	50860	82768	55045	3108	82768	50860	55045	1	1	12	9	1	8	2	0	12	1	0	0	0	0
184.00	2650	51289	84423	53509	2650	84423	51289	53509	0	0	7	11	0	5	0	0	6	0	0	0	0	0
188.00	2757	50197	86439	52889	2757	86439	50197	52889	0	0	7	12	1	4	0	0	5	0	0	0	0	0
192.00	4136	49204	87065	51049	4136	87065	49204	51049	1	0	5	11	0	5	0	0	5	0	0	0	0	0
196.00	6354	46267	88420	50217	6354	88420	46267	50217	0	0	3	12	2	0	0	0	4	0	0	0	0	0
200.00	9449	43401	88661	49013	9449	88661	43401	49013	0	0	5	9	1	5	0	0	5	0	0	0	0	0
204.00	13115	39401	89351	48112	13115	89351	39401	48112	0	0	8	8	2	5	0	0	7	0	0	0	0	0
208.00	17383	35397	89191	46481	17383	89191	35397	46481	1	2	4	8	3	3	3	0	4	2	0	0	0	0
212.00	21408	31950	88703	45389	21408	88703	31950	45389	1	3	12	6	3	6	2	0	11	2	0	0	0	0
216.00	25928	27874	88024	45835	25928	88024	27874	45835	1	3	12	7	5	3	2	0	12	3	0	0	0	0
220.00	30194	23863	87122	45854	30194	87122	23863	45854	0	8	2	10	4	3	2	0	2	7	0	0	0	0
224.00	33957	20506	85306	46717	33957	85306	20506	46717	2	1	4	3	1	0	2	0	4	0	0	0	0	0
228.00	38745	15839	83888	47017	38745	83888	15839	47017	0	4	5	12	5	1	6	0	5	5	0	0	0	0
232.00	41996	12133	81896	47932	41996	81896	12133	47932	1	2	4	5	8	0	3	0	4	2	0	0	0	0
236.00	44158	8962	79349	49949	44158	79349	8962	49949	1	4	1	10	4	0	4	0	1	4	0	0	0	0
240.00	46461	6899	77201	52977	46461	77201	6899	52977	0	4	2	6	7	1	6	0	2	4	0	0	0	0
244.00	47954	5593	73780	56500	47954	73780	5593	56500	0	5	2	9	9	1	2	0	2	5	0	0	0	0
248.00	48780	4380	71232	59616	48780	71232	4380	59616	1	4	0	3	4	0	2	0	1	5	0	0	0	0
252.00	48370	3790	67949	63482	48370	67949	3790	63482	4	1	0	7	7	0	7	0	0	2	0	0	0	0
256.00	47458	3941	64870	67260	47458	64870	3941	67260	0	8	1	7	5	1	5	0	1	8	0	0	0	0
260.00	46282	4757	61785	70913	46282	61785	4757	70913	0	1	1	9	2	0	8	0	1	0	0	0	0	0
264.00	44299	5901	58934	74871	44299	58934	5901	74871	2	8	1	8	5	2	7	0	1	7	0	0	0	0
268.00	41872	7868	55348	79111	41872	55348	7868	79111	0	6	1	7	6	1	8	0	1	7	0	0	0	0
272.00	40182	10173	52349	83338	40182	52349	10173	83338	1	9	1	8	2	3	6	0	1	6	0	0	0	0
276.00	36920	13530	49113	85454	36920	49113	13530	85454	2	9	2	8	4	2	11	0	2	9	0	0	0	0
280.00	33580	17176	46102	88187	33580	46102	17176	88187	1	3	2	7	2	3	4	0	2	3	0	0	0	0
284.00	30435	20989	43026	91596	30435	43026	20989	91596	4	5	2	7	2	4	6	0	3	5	0	0	0	0
288.00	27182	24677	39602	92735	27182	39602	24677	92735	1	3	4	5	1	7	6	0	5	4	0	0	0	0
292.00	25235	27632	36013	93851	25235	36013	27632	93851	2	4	1	6	3	6	4	0	2	4	0	0	0	0
296.00	21288	32062	33919	95185	21288	33919	32062	95185	3	3	4	7	0	6	1	0	5	2	0	0	0	0
300.00	18697	36660	31482	96644	18697	31482	36660	96644	1	1	1	5	0	11	3	0	1	1	0	0	0	0
304.00	17002	38606	29285	97554	17002	29285	38606	97554	0	2	5	3	2	9	5	0	3	2	0	0	0	0
308.00	14372	42694	27339	96051	14372	27339	42694	96051	1	3	2	4	1	3	6	0	3	3	0	0	0	0
312.00	12102	43443	25213	91942	12102	25213	43443	91942	1	2	2	5	0	9	0	0	1	2	0	0	0	0
316.00	10319	46831	25765	95319	10319	25765	46831	95319	0	6	2	4	1	9	1	0	2	6	0	0	0	0
320.00	8585	50068	27179	95401	8585	27179	50068	95401	0	1	2	7	1	12	0	0	2	1	0	0	0	0
324.00	7110	51527	28662	94165	7110	28662	51527	94165	2	2	3	8	2	11	1	0	2	1	0	0	0	0
328.00	6073	52393	31170	92156	6073	31170	52393	92156	0	3	2	7	0	12	2	0	2	3	0	0	0	0
332.00	5200	52808	34001	89200	5200	34001	52808	89200	1	0	4	7	0	8	0	0	4	0	0	0	0	0
336.00	4212	53346	38522	87006	4212	38522	53346	87006	2	0	7	7	1	5	0	0	8	0	0	0	0	0
340.00	3429	53267	42883	82054	3429	42883	53267	82054	0	0	4	8	1	13	1	0	3	0	0	0	0	0
344.00	2912	53520	48231	77927	2912	48231	53520	77927	0	0	9	7	0	7	0	0	8	0	0	0	0	0
348.00	2594	52308	53710	73962	2594	53710	52308	73962	0	1	7	8	1	12	1	0	5	0	0	0	0	0
352.00	2559	51798	60823	69025	2559	60823	51798	69025	0	0	13	15	0	5	1	0	12	0	0	0	0	0
356.00	2577	51269	66863	64017	2577	66863	51269	64017	0	0	4	5	0	5	1	0	5	0	0	0	0	0
360.00	2785	50561	71957	60626	2785	71957	50561	60626	0	0	5	8	0	6	0	0	5	0	0	0	0	0
