A	B	C	D	E	F	G	H	AB	AD	BC	CD	EF	GH	DE	CF	FG	EH	ABCD	CDEF	EFGH	ABCDEFGH
104.00	63764	152069	22045	25887	63764	22045	152069	25887	18	2	6	0	5	4	3	0	8	3	0	0	0	0
108.00	64376	152064	22487	24716	64376	22487	152064	24716	18	5	8	0	2	10	3	0	8	5	0	0	0	0
112.00	64927	153854	22819	23232	64927	22819	153854	23232	29	5	7	1	5	8	6	0	6	4	0	0	0	0
116.00	64883	155756	23438	21347	64883	23438	155756	21347	16	0	6	0	4	6	4	0	6	0	0	0	0	0
120.00	63924	156447	24183	19131	63924	24183	156447	19131	20	1	11	1	6	7	2	0	10	1	0	0	0	0
124.00	61789	159783	24942	17597	61789	24942	159783	17597	24	1	5	0	3	4	3	0	5	2	0	0	0	0
128.00	59985	165032	25712	15866	59985	25712	165032	15866	19	0	9	2	3	6	0	0	7	0	0	0	0	0
132.00	56951	167521	26291	14174	56951	26291	167521	14174	23	3	10	1	1	1	0	0	9	3	0	0	0	0
136.00	52920	173421	26580	13056	52920	26580	173421	13056	16	3	9	0	2	3	2	0	11	3	0	0	0	0
140.00	47994	178603	27380	12085	47994	27380	178603	12085	11	1	10	1	2	5	0	0	9	1	0	0	0	0
144.00	43646	183867	28313	11176	43646	28313	183867	11176	10	0	9	1	2	4	1	0	10	0	0	0	0	0
148.00	37838	185864	28722	10520	37838	28722	185864	10520	9	1	14	0	2	4	0	0	16	1	0	0	0	0
152.00	32267	184668	29287	9503	32267	29287	184668	9503	12	0	8	1	1	2	0	0	7	0	0	0	0	0
156.00	28816	196041	30829	9475	28816	30829	196041	9475	7	0	12	1	3	2	0	0	12	0	0	0	0	0
160.00	23556	202770	32262	9624	23556	32262	202770	9624	9	0	12	0	0	3	1	0	12	0	0	0	0	0
164.00	19210	205681	33991	9287	19210	33991	205681	9287	9	0	13	0	1	4	1	0	12	0	0	0	0	0
168.00	15119	208158	34911	9265	15119	34911	208158	9265	6	0	14	0	0	2	1	0	13	0	0	0	0	0
172.00	11488	210132	35867	9263	11488	35867	210132	9263	7	0	16	0	3	4	0	0	17	0	0	0	0	0
176.00	9204	210646	37719	8788	9204	37719	210646	8788	1	0	17	0	0	2	0	0	17	0	0	0	0	0
180.00	7118	212251	39010	8706	7118	39010	212251	8706	3	0	17	3	1	5	0	0	14	0	0	0	0	0
184.00	6379	210322	39485	8271	6379	39485	210322	8271	1	0	12	1	0	12	0	0	12	0	0	0	0	0
188.00	6928	210781	40349	8132	6928	40349	210781	8132	5	0	22	1	0	5	0	0	23	0	0	0	0	0
192.00	8569	207778	40765	7805	8569	40765	207778	7805	1	0	14	0	2	7	1	0	15	0	0	0	0	0
196.00	11287	203118	41302	7143	11287	41302	203118	7143	2	0	15	2	0	2	0	0	13	0	0	0	0	0
200.00	14820	199521	41373	6210	14820	41373	199521	6210	7	0	25	0	0	4	0	0	24	0	0	0	0	0
204.00	19602	196838	41630	5782	19602	41630	196838	5782	10	1	15	0	0	2	2	0	14	1	0	0	0	0
208.00	24645	191465	41202	5279	24645	41202	191465	5279	6	0	13	0	1	4	0	0	15	0	0	0	0	0
212.00	29828	185987	40946	4730	29828	40946	185987	4730	15	0	17	2	2	0	0	0	15	0	0	0	0	0
216.00	35246	182386	39992	4526	35246	39992	182386	4526	12	1	12	2	6	3	2	0	9	0	0	0	0	0
220.00	41267	177960	39493	4284	41267	39493	177960	4284	13	1	17	0	2	4	0	0	19	1	0	0	0	0
224.00	45961	172460	38792	4372	45961	38792	172460	4372	18	0	14	0	3	1	3	0	14	0	0	0	0	0
228.00	50531	168101	37433	4781	50531	37433	168101	4781	19	0	9	1	3	2	1	0	8	0	0	0	0	0
232.00	55463	162112	36365	5346	55463	36365	162112	5346	14	1	11	0	3	1	0	0	10	1	0	0	0	0
236.00	59069	157712	35267	6129	59069	35267	157712	6129	17	1	14	1	3	2	1	0	16	1	0	0	0	0
240.00	61856	155803	35031	7086	61856	35031	155803	7086	26	0	8	1	4	4	0	0	9	1	0	0	0	0
244.00	63267	153717	34076	8490	63267	34076	153717	8490	28	2	9	0	4	3	1	0	9	2	0	0	0	0
248.00	64091	150340	33524	9616	64091	33524	150340	9616	28	2	15	0	4	0	2	0	12	2	0	0	0	0
252.00	64227	150170	32203	11138	64227	32203	150170	11138	19	0	16	0	2	5	2	0	14	0	0	0	0	0
256.00	63280	148555	31726	13033	63280	31726	148555	13033	17	0	14	4	4	1	2	0	13	0	0	0	0	0
260.00	61333	148146	30787	14662	61333	30787	148146	14662	18	2	10	1	1	6	2	0	8	2	0	0	0	0
264.00	59711	149242	30450	15778	59711	30450	149242	15778	19	1	12	2	4	10	1	0	11	1	0	0	0	0
268.00	56530	151653	30174	17085	56530	30174	151653	17085	13	5	10	0	2	8	3	0	10	5	0	0	0	0
272.00	52804	155126	29218	18226	52804	29218	155126	18226	17	2	7	0	1	3	3	0	7	1	0	0	0	0
276.00	49601	158610	28864	18858	49601	28864	158610	18858	18	4	7	0	3	3	4	0	7	4	0	0	0	0
280.00	45870	164195	27846	19419	45870	27846	164195	19419	11	3	11	2	3	6	4	0	12	3	0	0	0	0
284.00	42416	168439	26155	19770	42416	26155	168439	19770	11	1	6	3	6	11	2	0	7	1	0	0	0	0
288.00	38208	174237	25042	20355	38208	25042	174237	20355	13	4	13	1	1	6	2	0	12	1	0	0	0	0
292.00	34126	179600	24007	20148	34126	24007	179600	20148	17	1	10	1	0	5	1	0	10	1	0	0	0	0
296.00	30973	185622	22551	20202	30973	22551	185622	20202	10	4	5	0	0	10	2	0	7	4	0	0	0	0
300.00	27743	191431	21428	20521	27743	21428	191431	20521	10	1	11	0	1	2	1	0	11	1	0	0	0	0
304.00	24341	197024	20109	20114	24341	20109	197024	20114	11	1	7	1	2	11	1	0	7	1	0	0	0	0
308.00	21127	198575	19370	19975	21127	19370	198575	19975	10	0	11	3	1	7	0	0	8	0	0	0	0	0
312.00	16392	190845	17403	18768	16392	17403	190845	18768	7	0	3	1	0	7	0	0	3	0	0	0	0	0
316.00	14779	205158	17539	19313	14779	17539	205158	19313	6	2	8	0	1	8	0	0	6	2	0	0	0	0
320.00	13772	212385	17986	19360	13772	17986	212385	19360	6	0	5	0	0	11	1	0	4	0	0	0	0	0
324.00	11611	214342	18236	18984	11611	18236	214342	18984	2	0	11	2	0	6	0	0	11	0	0	0	0	0
328.00	9956	215829	18827	19029	9956	18827	215829	19029	4	1	10	0	0	15	2	0	9	1	0	0	0	0
332.00	8685	215131	19986	18646	8685	19986	215131	18646	5	0	13	2	1	7	0	0	11	0	0	0	0	0
336.00	7912	216636	21308	18194	7912	21308	216636	18194	4	1	10	0	0	9	0	0	10	1	0	0	0	0
340.00	7090	214316	23240	17247	7090	23240	214316	17247	2	0	11	1	0	8	0	0	10	0	0	0	0	0
344.00	6822	215498	25226	16354	6822	25226	215498	16354	7	0	14	1	0	8	0	0	15	0	0	0	0	0
348.00	6252	213260	27900	15239	6252	27900	213260	15239	4	0	12	0	0	1	0	0	14	0	0	0	0	0
352.00	6222	212684	30144	13882	6222	30144	212684	13882	2	0	15	2	1	4	0	0	14	0	0	0	0	0
356.00	6568	211017	32302	12992	6568	32302	211017	12992	4	0	13	1	0	5	0	0	14	0	0	0	0	0
360.00	6956	209995	34137	11638	6956	34137	209995	11638	3	0	20	2	0	5	0	0	23	0	0	0	0	0
