A	B	C	D	E	F	G	H	AB	AD	BC	CD	EF	GH	DE	CF	FG	EH	ABCD	CDEF	EFGH	ABCDEFGH
184.00	130353	111602	23040	3620	130353	23040	111602	3620	33	1	5	0	8	1	1	0	6	1	0	0	0	0
188.00	128620	111730	23889	3436	128620	23889	111730	3436	24	0	6	0	7	1	0	0	5	0	0	0	0	0
192.00	130733	109364	24333	3217	130733	24333	109364	3217	32	2	4	0	3	0	1	0	4	2	0	0	0	0
196.00	133596	105362	24828	2764	133596	24828	105362	2764	25	0	6	0	8	1	0	0	4	0	0	0	0	0
200.00	137005	100295	25105	2356	137005	25105	100295	2356	28	0	4	0	5	0	0	0	5	0	0	0	0	0
204.00	145843	92443	25414	2127	145843	25414	92443	2127	27	2	5	0	7	0	1	0	4	2	0	0	0	0
208.00	153627	83553	25436	1851	153627	25436	83553	1851	18	1	3	0	12	0	1	0	4	1	0	0	0	0
212.00	161625	73224	25277	1621	161625	25277	73224	1621	26	0	3	1	14	0	0	0	3	0	0	0	0	0
216.00	174200	63878	25110	1641	174200	25110	63878	1641	24	0	2	0	11	0	0	0	2	0	0	0	0	0
220.00	185904	52617	24398	1643	185904	24398	52617	1643	23	0	4	0	8	1	0	0	4	0	0	0	0	0
224.00	191938	43875	23498	2134	191938	23498	43875	2134	15	0	3	0	9	0	0	0	3	0	0	0	0	0
228.00	199208	35133	22825	2750	199208	22825	35133	2750	13	1	2	1	9	0	0	0	2	1	0	0	0	0
232.00	207014	24949	21678	3295	207014	21678	24949	3295	6	1	1	1	7	0	3	0	1	1	0	0	0	0
236.00	212578	17289	20450	4234	212578	20450	17289	4234	9	3	0	0	12	0	2	0	0	3	0	0	0	0
240.00	219243	11787	19621	5316	219243	19621	11787	5316	2	2	0	0	11	0	1	0	0	1	0	0	0	0
244.00	224122	6694	19070	6527	224122	19070	6694	6527	0	4	0	0	12	0	4	0	0	3	0	0	0	0
248.00	225755	3725	17562	7896	225755	17562	3725	7896	1	8	0	0	11	0	9	0	0	9	0	0	0	0
252.00	226089	2589	16545	9205	226089	16545	2589	9205	0	6	0	0	4	0	7	0	0	5	0	0	0	0
256.00	225310	2789	15346	10844	225310	15346	2789	10844	2	5	0	0	3	0	7	0	0	5	0	0	0	0
260.00	222833	4347	13967	12595	222833	13967	4347	12595	2	3	0	0	6	0	5	0	0	4	0	0	0	0
264.00	219162	7060	12634	14088	219162	12634	7060	14088	4	4	0	0	6	0	5	0	0	3	0	0	0	0
268.00	216135	11097	11608	15536	216135	11608	11097	15536	7	9	0	0	3	0	10	0	2	11	0	0	0	0
272.00	210507	17025	10453	16589	210507	10453	17025	16589	6	6	0	1	3	0	7	0	0	6	0	0	0	0
276.00	206517	22738	9588	17717	206517	9588	22738	17717	10	3	2	0	3	1	5	0	2	4	0	0	0	0
280.00	201152	29614	8313	18020	201152	8313	29614	18020	14	7	1	1	7	1	9	0	1	9	0	0	0	0
284.00	195401	36540	6936	18611	195401	6936	36540	18611	13	4	0	0	5	0	3	0	0	4	0	0	0	0
288.00	188691	44491	5896	19212	188691	5896	44491	19212	20	8	0	1	4	0	6	0	0	6	0	0	0	0
292.00	180936	52015	5159	19178	180936	5159	52015	19178	23	9	0	0	2	1	5	0	0	8	0	0	0	0
296.00	177099	59259	4059	19317	177099	4059	59259	19317	16	15	0	0	1	5	7	0	0	14	0	0	0	0
300.00	170510	67711	3280	19444	170510	3280	67711	19444	27	5	0	0	1	3	8	0	0	4	0	0	0	0
304.00	165205	73928	2654	19362	165205	2654	73928	19362	23	6	0	0	0	1	6	0	0	9	0	0	0	0
308.00	159125	79670	2009	18858	159125	2009	79670	18858	24	9	0	0	0	4	7	0	0	9	0	0	0	0
312.00	143363	82755	1780	18097	143363	1780	82755	18097	32	3	1	0	0	2	6	0	1	3	0	0	0	0
316.00	147450	91709	1759	18127	147450	1759	91709	18127	36	5	2	0	0	7	7	0	2	4	0	0	0	0
320.00	146235	95796	2004	18184	146235	2004	95796	18184	31	7	1	0	1	3	6	0	0	4	0	0	0	0
324.00	143707	101535	2447	17761	143707	2447	101535	17761	23	8	0	0	2	5	3	0	0	7	0	0	0	0
328.00	140817	104016	3459	17044	140817	3459	104016	17044	35	4	1	0	0	2	6	0	1	5	0	0	0	0
332.00	136793	105415	4858	16436	136793	4858	105415	16436	24	7	1	0	1	2	7	0	1	7	0	0	0	0
336.00	136228	108906	6125	15603	136228	6125	108906	15603	37	3	3	0	2	5	5	0	3	3	0	0	0	0
340.00	133813	108485	8511	13737	133813	8511	108485	13737	30	6	3	0	3	3	4	0	2	5	0	0	0	0
344.00	131912	110604	10048	12712	131912	10048	110604	12712	28	3	3	0	0	2	2	0	2	3	0	0	0	0
348.00	129949	111046	12989	11207	129949	12989	111046	11207	32	3	2	1	2	2	2	0	3	2	0	0	0	0
352.00	129757	112391	14821	10142	129757	14821	112391	10142	32	2	3	0	3	2	5	0	3	1	0	0	0	0
356.00	129431	112178	16869	8412	129431	16869	112178	8412	25	0	4	1	3	6	2	0	4	0	0	0	0	0
360.00	128623	111833	19237	7378	128623	19237	111833	7378	39	0	1	0	8	1	0	0	1	0	0	0	0	0
