A	B	C	D	E	F	G	H	AB	AD	BC	CD	EF	GH	DE	CF	FG	EH	ABCD	CDEF	EFGH	ABCDEFGH
304.00	71323	186154	10959	27878	71323	10959	186154	27878	17	4	5	1	4	7	5	0	4	4	0	0	0	0
308.00	65700	192900	10605	27221	65700	10605	192900	27221	28	3	4	0	1	11	2	0	4	3	0	0	0	0
312.00	57829	187623	10653	25547	57829	10653	187623	25547	24	0	2	0	1	15	1	0	2	1	0	0	0	0
316.00	54181	197607	10677	25428	54181	10677	197607	25428	19	1	4	1	2	15	1	0	3	2	0	0	0	0
320.00	53063	210160	10558	25960	53063	10558	210160	25960	19	1	9	0	2	8	1	0	8	2	0	0	0	0
324.00	50113	213652	11033	25820	50113	11033	213652	25820	23	1	1	0	2	10	3	0	1	1	0	0	0	0
328.00	47922	216406	11574	25517	47922	11574	216406	25517	21	2	3	0	1	14	2	0	4	1	0	0	0	0
332.00	44937	215786	12591	25292	44937	12591	215786	25292	26	5	7	0	2	14	5	0	7	5	0	0	0	0
336.00	44113	218040	13949	25095	44113	13949	218040	25095	20	4	10	0	1	13	3	0	8	5	0	0	0	0
340.00	42240	218250	14990	25081	42240	14990	218250	25081	22	1	10	0	1	11	1	0	9	0	0	0	0	0
344.00	40912	216348	16363	24941	40912	16363	216348	24941	13	2	3	0	3	13	1	0	4	2	0	0	0	0
348.00	40034	214957	17958	24109	40034	17958	214957	24109	18	2	6	0	0	10	3	0	5	2	0	0	0	0
352.00	39415	215591	19325	23720	39415	19325	215591	23720	14	4	9	2	4	9	1	0	9	3	0	0	0	0
356.00	40410	214065	21131	23148	40410	21131	214065	23148	17	5	8	1	1	9	1	0	7	4	0	0	0	0
360.00	40458	212556	22875	22170	40458	22875	212556	22170	13	1	13	0	0	14	1	0	11	1	0	0	0	0
